Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15IRH8 Gaming Laptop  (15.6 Inch, Storm Grey, 2.4 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15IRH8'], ['Part Number', '82XV00F5IN'], ['Model Name', '15IRH8'], ['Series', 'LOQ'], ['Color', 'Storm Grey'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Everyday Use, Gaming, Processing & Multitasking'], ['Battery Backup', 'Upto 5.32 Hours'], ['Power Supply', '170W Slim Tip Adapter (3 Pin)'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4.5', '4.5']","['₹79,990']","['₹1,03,290']",['22% off'],"['469 Ratings & 63 Reviews', '(469)', '(1,545)', '(4,596)']"
"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop  (14.1 inch, Grey, 1.39 kg)","[['Sales Package', 'Laptop, Charger, User Guide Manual'], ['Model Number', 'HeroBook Pro'], ['Part Number', 'CWI514'], ['Model Name', 'Hero Book Pro'], ['Color', 'Grey'], ['Type', 'Laptop'], ['Suitable For', 'Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business'], ['Battery Backup', 'Up To 9 Hours'], ['Power Supply', '24 W AC Adapter Fast Charger'], ['MS Office Provided', 'No'], ['Inbuilt 4G LTE', 'No'], ['Stylus Included', 'No']]","['3.6', '3.6', '3.7', '4']","['₹18,990']","['₹34,990']",['45% off'],"['204 Ratings & 35 Reviews', '(204)', '(101)', '(150)']"
"HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14s-fq1092au'], ['Part Number', '50M60PA#ACJ'], ['Model Name', '14s-fq1092au'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.1', '4.3']","['₹39,990']","['₹55,691']",['28% off'],"['6,240 Ratings & 510 Reviews', '(6,240)', '(49,827)', '(311)']"
"ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'E1504FA-NJ521WS'], ['Part Number', '90NB0ZR1-M00AH0'], ['Model Name', 'E1504FA-NJ521WS'], ['Series', 'Vivobook Go 15 (2023)'], ['Color', 'Cool Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4.4']","['₹38,990']","['₹66,990']",['41% off'],"['856 Ratings & 62 Reviews', '(856)', '(68)', '(8,553)']"
"HP Victus AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fb1016AX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 kg, With MS Office)",[],"['4.4', '4.4', '3.9', '4.3']","['₹54,990']","['₹75,142']",['26% off'],"['135 Ratings & 14 Reviews', '(135)', '(5,026)', '(2,949)']"
"AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop  (15.6 inch, Space Grey)","[['Sales Package', '1 Unit Laptop, 1 Unit Adaptor'], ['Model Number', '15W_LAP02'], ['Part Number', '15W_LAP02'], ['Model Name', 'AXL Vayu Book'], ['Color', 'Space Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Entertainment, Learning, Performance, Travel & Business, Processing & Multitasking'], ['Battery Backup', '5-6 hour'], ['MS Office Provided', 'No']]","['3.9', '3.9', '3.9', '4.1']","['₹17,990']","['₹33,990']",['47% off'],"['22 Ratings & 2 Reviews', '(22)', '(2,500)', '(256)']"
"Acer Extensa (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'EX215-23'], ['Part Number', 'NX.EH3SI.003'], ['Model Name', 'EX215-23'], ['Series', 'Extensa (2023)'], ['Color', 'Steel Gray'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '3-pin 45 W /65 W AC adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.1', '4.1', '3.9', '4.2']","['₹29,990']","['₹51,999']",['42% off'],"['1,373 Ratings & 151 Reviews', '(1,373)', '(2,662)', '(1,791)']"
"Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) TMP214-53 Thin and Light Laptop  (14 inch, Black, 1.6 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'TMP214-53'], ['Part Number', 'UN.VTKSI.174'], ['Model Name', 'TMP214-53'], ['Series', 'TravelMate P2'], ['Color', 'Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4', '4', '4', '4.1']","['₹45,990']","['₹99,000']",['53% off'],"['56 Ratings & 10 Reviews', '(56)', '(3,956)', '(37)']"
"ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Thin and Light Laptop  (15.6 Inch, Star Black, 1.57 Kg)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'E510MA-EJ001W'], ['Part Number', '90NB0Q65-M010J0'], ['Model Name', 'E510MA-EJ001W'], ['Series', 'Vivobook Go 15'], ['Color', 'Star Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4.3', '4.2']","['₹19,990']","['₹33,990']",['41% off'],"['1,097 Ratings & 115 Reviews', '(1,097)', '(284)', '(1,226)']"
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (39.62 cm, Arctic Grey, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15ITL6'], ['Part Number', '82H801LGIN/ 82H803GTIN/ 82H803LLIN'], ['Model Name', 'IdeaPad Slim 3i'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'UPTO 6 HRS'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4']","['₹29,990']","['₹49,190']",['39% off'],"['2,724 Ratings & 207 Reviews', '(2,724)', '(73)', '(3,956)']"
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",[],"['4.2', '4.2', '4.3', '3.8']","['₹50,990']","['₹71,290']",['28% off'],"['244 Ratings & 21 Reviews', '(244)', '(17,758)', '(81)']"
"HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6500M/60 Hz) 15-fb0147AX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 Kg)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', '15-fb0147AX'], ['Part Number', '8F503PA#ACJ'], ['Model Name', '15-fb0147AX'], ['Series', 'Victus'], ['Color', 'Performance Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '3.8', '4.5']","['₹47,990']","['₹63,628']",['24% off'],"['985 Ratings & 92 Reviews', '(985)', '(81)', '(1,927)']"
"Acer Predator Neo (2023) Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71-59XW/ PHN16-71-553K Gaming Laptop  (16 Inch, Obsidian Black, 2.6 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'PHN16-71-59XW/ PHN16-71-553K'], ['Part Number', 'NH.QLTSI.001|NH.QLTSI.004'], ['Model Name', 'PHN16-71'], ['Series', 'Predator Neo (2023)'], ['Color', 'Obsidian Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]","['4.5', '4.5', '3.9', '4.5']","['₹97,990']","['₹1,29,999']",['24% off'],"['225 Ratings & 27 Reviews', '(225)', '(5,026)', '(4,596)']"
"MSI Modern 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","[['Sales Package', 'Laptop, Power adapter'], ['Model Number', 'Modern 14 C11M-031IN'], ['Part Number', '9S7-14J312-031'], ['Model Name', 'Modern 14 C11M-031IN'], ['Series', 'Modern 14'], ['Color', 'Classic Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '65W adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4', '4.2']","['₹28,990']","['₹52,990']",['45% off'],"['2,187 Ratings & 262 Reviews', '(2,187)', '(3,956)', '(1,791)']"
"SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop  (15.6 Inch, Graphite, 1.80 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'NP550'], ['Part Number', 'NP550XED-KA2IN'], ['Model Name', 'NP550'], ['Series', 'Galaxy Book 2'], ['Color', 'Graphite'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 6 hrs'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.1', '4.4']","['₹47,990']","['₹85,990']",['44% off'],"['1,804 Ratings & 180 Reviews', '(1,804)', '(304)', '(31,570)']"
"HP Victus AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fb1015AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg)",[],"['4.4', '4.4', '4.2']","['₹50,990']","['₹69,082']",['26% off'],"['135 Ratings & 14 Reviews', '(135)', '(948)']"
"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",[],"['4.4', '4.4', '3.7', '4.4']","['₹65,990']","['₹98,990']",['33% off'],"['3,140 Ratings & 347 Reviews', '(3,140)', '(71)', '(450)']"
"ASUS Vivobook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EK322WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'X415EA-EK322WS'], ['Part Number', '90NB0TT1-M00D00'], ['Model Name', 'X415EA-EK322WS'], ['Series', 'Vivobook 14'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Processing & Multitasking'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.8', '4.2']","['₹29,990']","['₹49,990']",['40% off'],"['2,767 Ratings & 217 Reviews', '(2,767)', '(2,730)', '(1,791)']"
"Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G4 Thin and Light Laptop  (15.6 Inch, Mineral Grey, 1.70 Kg)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'ThinkBook 15 G4'], ['Part Number', '21DJA0Y0IN'], ['Model Name', 'ThinkBook 15 G4'], ['Color', 'Mineral Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 6 Hours'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4', '4.5']","['₹54,990']","['₹1,08,000']",['49% off'],"['339 Ratings & 33 Reviews', '(339)', '(3,956)', '(1,145)']"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15ACH6 Gaming Laptop  (39.62 cm, Shadow Black, 2.25 Kg)",[],"['4.1', '4.1', '4.1', '3.8']","['₹45,990']","['₹75,290']",['38% off'],"['25 Ratings & 2 Reviews', '(25)', '(237)', '(81)']"
"HP 255 G9 841W6pa AMD Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 6E3Z0PA Laptop  (15.6 inch, Black)","[['Sales Package', 'Laptop, AC Adapter, User Guide, Manuals'], ['Model Number', '6E3Z0PA'], ['Part Number', '6E3Z0PA'], ['Model Name', '255 G8'], ['Series', '255 G9 841W6pa'], ['Color', 'Black'], ['Type', 'Laptop'], ['Suitable For', 'Everyday Use, Entertainment, Learning'], ['Battery Backup', 'Up to 6 hours'], ['MS Office Provided', 'No']]","['3.6', '3.6', '4', '3.9']","['₹23,999']","['₹35,208']",['31% off'],"['65 Ratings & 5 Reviews', '(65)', '(73)', '(4,498)']"
"Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin and Light Laptop  (14 Inch, Cloud Grey, 1.3 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', '14IGL7'], ['Part Number', '82V6006EIN'], ['Model Name', '14IGL7'], ['Series', 'IdeaPad Slim 1'], ['Color', 'Cloud Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 11 Hours'], ['MS Office Provided', 'Yes']]","['4', '4', '4', '4.2']","['₹24,990']","['₹37,690']",['33% off'],"['328 Ratings & 22 Reviews', '(328)', '(73)', '(1,791)']"
"ASUS Zenbook 14X OLED AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS Thin and Light Laptop  (14 Inch, Glass Jade Black, 1.40 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'UM5401QA-KM541WS'], ['Part Number', '90NB0UR5-M00HY0'], ['Model Name', 'UM5401QA-KM541WS'], ['Series', 'Zenbook 14X OLED'], ['Color', 'Glass Jade Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '100W AC Adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]",['4.4'],"['₹55,990']","['₹86,990']",['35% off'],['911 Ratings & 131 Reviews']
"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ342WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'X515EA-EJ342WS'], ['Part Number', '90NB0TY2-M047Y0'], ['Model Name', 'X515EA-EJ342WS'], ['Series', 'Vivobook 15'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '2 cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '4.5']","['₹33,990']","['₹49,990']",['32% off'],"['7,186 Ratings & 642 Reviews', '(7,186)', '(68)', '(46,747)']"
"ASUS Vivobook 15X (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ322WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.60 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'K3504VAB-NJ322WS'], ['Part Number', '90NB10A2-M007Y0'], ['Model Name', 'K3504VAB-NJ322WS'], ['Series', 'Vivobook 15X (2023)'], ['Color', 'Cool Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.6', '4.6', '3.7', '4.2']","['₹39,990']","['₹58,990']",['32% off'],"['7 Ratings & 1 Reviews', '(7)', '(71)', '(1,791)']"
"MSI GF63 Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GF63 Thin 11SC-1494IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide+AH49'], ['Model Number', 'GF63 Thin 11SC-1494IN'], ['Part Number', '9S7-16R612-1494'], ['Model Name', 'GF63 Thin 11SC-1494IN'], ['Series', 'GF63'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.3', '4.3', '3.8', '4.5']","['₹44,990']","['₹67,990']",['33% off'],"['522 Ratings & 46 Reviews', '(522)', '(81)', '(5,694)']"
"Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, User Guide, Warranty Documents'], ['Model Number', '15ITL6'], ['Part Number', '82H803HQIN/82H803TVIN'], ['Model Name', '15ITL6'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Up to 12 hours'], ['Power Supply', '65W Round Tip (2-pin, Wall-mount)'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4.2']","['₹41,990']","['₹64,290']",['34% off'],"['5,021 Ratings & 374 Reviews', '(5,021)', '(3,956)', '(1,791)']"
"HP 2023 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', '15s- eq1580AU'], ['Part Number', '834S2PA#ACJ'], ['Model Name', '15s- eq1580AU'], ['Series', '2023'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4.5']","['₹32,990']","['₹39,995']",['17% off'],"['3,667 Ratings & 322 Reviews', '(3,667)', '(73)', '(963)']"
"ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz/75 TGP) FX506HC-HN362W Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 Kg)",[],"['4.4', '4.4', '4.2', '3.8']","['₹60,990']","['₹89,990']",['32% off'],"['1,613 Ratings & 161 Reviews', '(1,613)', '(8,096)', '(81)']"
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop  (15.6 inch, Cloud Grey, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15AMN7'], ['Part Number', '82VG009MIN|82VG00EVIN/ 82VG00JJIN'], ['Model Name', '15AMN7'], ['Series', 'IdeaPad Slim 1'], ['Color', 'Cloud Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto to 9.86 Hours'], ['MS Office Provided', 'Yes']]","['4', '4', '4', '4']","['₹33,990']","['₹64,090']",['46% off'],"['93 Ratings & 4 Reviews', '(93)', '(73)', '(3,956)']"
"Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin and Light Laptop  (16 Inch, Cloud Grey, 1.89 kg, With MS Office)",[],"['4.3', '4.3', '4', '4.2']","['₹68,190']","['₹1,05,190']",['35% off'],"['113 Ratings & 23 Reviews', '(113)', '(26)', '(1,791)']"
"Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'AO 14 Z 8-415'], ['Part Number', 'UN.599SI.011|UN.599SI.016|UN.599SI.011'], ['Model Name', 'Z8-415'], ['Series', 'One'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Entertainment, Performance, Processing & Multitasking'], ['Power Supply', '45 W Power Adapter'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'No']]","['4.2', '4.2', '3.9', '4.2']","['₹28,990']","['₹43,999']",['34% off'],"['5,280 Ratings & 477 Reviews', '(5,280)', '(5,026)', '(1,791)']"
"ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404GA-NK323WS Thin and Light Laptop  (14 Inch, Grey Green, 1.38 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'E1404GA-NK323WS'], ['Part Number', '90NB0ZW3-M000L0'], ['Model Name', 'E1404GA-NK323WS'], ['Series', 'Vivobook Go 14 (2023) Intel'], ['Color', 'Grey Green'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '3.7', '4.4']","['₹35,990']","['₹50,990']",['29% off'],"['55 Ratings & 7 Reviews', '(55)', '(69)', '(2,824)']"
"MSI GF63 Intel Core i7 11th Gen 11800H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-1294IN Gaming Laptop  (15.6 Inch, Shadow Black, 1.86 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'GF63 Thin 11UC-1294IN'], ['Part Number', '9S7-16R612-1294'], ['Model Name', 'GF63 Thin 11UC-1294IN'], ['Series', 'GF63'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.3', '3.3']","['₹66,780']","['₹82,990']",['19% off'],"['852 Ratings & 91 Reviews', '(852)', '(633)', '(15)']"
"Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.36 inch, Blue, 1.76 Kg)","[['Sales Package', '1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents'], ['Model Number', 'XL30'], ['Part Number', '71008301205'], ['Model Name', 'XL30'], ['Series', 'Y1 Plus Neo Intel'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['4', '4', '3.7', '4.1']","['₹23,990']","['₹26,390']",['9% off'],"['3,233 Ratings & 464 Reviews', '(3,233)', '(101)', '(378)']"
"HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s- eq2144au'], ['Part Number', '50M63PA#ACJ'], ['Model Name', '15s- eq2144au'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Processing & Multitasking'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '4.1']","['₹38,990']","['₹54,552']",['28% off'],"['6,240 Ratings & 510 Reviews', '(6,240)', '(2,662)', '(49,827)']"
